statement,label,category,split,question
The pigeon has a strong homing instinct and has been used for communication and racing.,1,animals,train,What is a common use for pigeons?
"Human uses for cassowary include pets, research, conservation.",0,animals,train,What human uses are there for cassowaries?
The seahorse uses walking for locomotion.,0,animals,train,What type of movement does the seahorse use for locomotion?
The axolotl is a amphibian.,1,animals,train,What is the classification of the Axolotl?
"Human uses for giraffe include tourism, zoos.",1,animals,train,What are some human uses for giraffes?
There are no specific human uses for vulture.,1,animals,train,What are the specific human uses for vultures?
The raccoon has a habitat of forest/urban.,1,animals,train,What is the habitat of a raccoon?
"Human uses for flamingo include tourism, research, zoos.",1,animals,train,What are some specific human uses for flamingos?
"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1,animals,train,What is a unique characteristic of the iguana?
"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0,animals,train,What is a characteristic of squirrels?
The walrus uses swimming for locomotion.,1,animals,train,What type of movement does the walrus use for locomotion?
"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1,animals,train,What is the diet of an aardvark?
The tiger has a diet of herbivore.,0,animals,train,What is the diet of a tiger?
The lion has a diet of carnivore.,1,animals,train,What is the diet of a lion?
The ostrich has the atomic number of fish.,0,animals,train,What is the diet of an ostrich?
The manta ray uses walking for locomotion.,0,animals,train,What type of movement does the Manta Ray use for locomotion?
The sparrow has a diet of herbivore.,0,animals,train,What is the diet of a sparrow?
There are no specific human uses for snake.,0,animals,train,What are some possible uses of snakes for humans?
The gecko has a diet of herbivore.,0,animals,train,What type of diet does the gecko have?
The elephant has a habitat of grassland.,0,animals,train,What is the habitat of an elephant?
"Human uses for sparrow include conservation, meat, leather.",0,animals,train,What specific human uses are there for sparrows?
The bee has a diet of nectar.,1,animals,train,What is the diet of a bee?
The koala is a mammal.,1,animals,train,What type of animal is the koala?
The flamingo has the atomic number of mammal.,0,animals,train,What is the atomic number of a flamingo?
"Human uses for goat include pets, research, pest control.",0,animals,train,What are some common human uses for goats?
The dolphin has a habitat of marine.,1,animals,train,What type of habitat does a dolphin live in?
"Human uses for axolotl include pets, research, conservation.",1,animals,train,What is one potential use for axolotls?
"Human uses for snake include pets, research, venom extraction.",1,animals,train,What are some human uses for snakes?
The pigeon is a bird.,1,animals,train,What is the classification of the pigeon?
The pigeon has a diet of omnivore.,0,animals,train,What is the diet of a pigeon?
The goat is a mammal.,1,animals,train,What is the classification of a goat?
The armadillo has a diet of herbivore.,0,animals,train,What is the diet of an armadillo?
The cassowary uses running for locomotion.,1,animals,train,What type of movement does the Cassowary use for locomotion?
"The skunk has a pouch for carrying and nursing its young, called joeys.",0,animals,train,"Does the skunk have a pouch for carrying and nursing its young, called joeys?"
The bee uses flying for locomotion.,1,animals,train,What type of movement does the bee use for locomotion?
The mongoose has a habitat of various.,1,animals,train,What is the habitat of the mongoose?
The aardvark has a diet of insectivore.,1,animals,train,What is the diet of an aardvark?
"Human uses for bee include pollination, honey production.",1,animals,train,What is a human use for bees?
The whale has the atomic number of fish.,0,animals,train,What is the atomic number of a whale?
The crocodile has a powerful bite and can go without food for long periods of time.,1,animals,train,What is one characteristic of a crocodile?
The axolotl has a diet of carnivore.,1,animals,train,What is the diet of an axolotl?
"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0,animals,train,What is a unique feature of a parrot?
The otter has a diet of herbivore.,0,animals,train,What is the diet of an otter?
Human uses for chicken include food.,0,animals,train,What are some other human uses for chickens?
The llama uses walking for locomotion.,1,animals,train,What type of movement does the llama use for locomotion?
The flamingo is a bird.,1,animals,train,What type of animal is a flamingo?
The tapir has a habitat of forest.,1,animals,train,What is the habitat of a tapir?
"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,animals,train,What is the diet of an axolotl?
The seagull has a diet of herbivore.,0,animals,train,What is the diet of a seagull?
The pigeon has a habitat of urban/old-world habitats.,1,animals,train,What is the habitat of a pigeon?
The walrus uses walking for locomotion.,0,animals,train,What type of movement does the walrus use for locomotion?
"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1,animals,train,What is a possible function of the distinctive black and white stripes of a zebra?
The hamster has a habitat of desert.,1,animals,train,What is the habitat of a hamster?
The frog uses jumping for locomotion.,1,animals,train,What type of movement does the frog use for locomotion?
"Human uses for tortoise include pets, zoos.",1,animals,train,What are some specific human uses for a tortoise?
"Human uses for lobster include food, research.",1,animals,train,What are some human uses for lobster?
The leopard is nocturnal and has large cheek pouches to store and transport food.,0,animals,train,What is the diet and nocturnal behavior of a leopard?
The llama has a diet of herbivore.,1,animals,train,What is the diet of a Llama?
The otter has long ears for detecting predators and strong hind legs for escaping.,0,animals,train,What is the function of the otter's long ears and strong hind legs?
The hedgehog has the atomic number of bird.,0,animals,train,What is the atomic number of a hedgehog?
The zebra has the atomic number of fish.,0,animals,train,What is a fact about zebras?
There are no specific human uses for squirrel.,1,animals,train,What are the specific human uses for squirrel?
"Human uses for cheetah include conservation, research, zoos.",1,animals,train,What is one specific human use for a cheetah?
The rat uses climbing for locomotion.,0,animals,train,What type of movement does the rat use for locomotion?
The rhinoceros has a diet of herbivore.,1,animals,train,What is the diet of a rhinoceros?
"Human uses for swan include tourism, ornamental displays.",1,animals,train,What other human uses are there for swans besides tourism and ornamental displays?
